method,target,feature_space,split_mode,grid_config_name,split,prediction_target,count_topN,mean_absolute_error,median_absolute_error,max_absolute_error,mean_relative_error,median_relative_error,max_relative_error
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,15362.043103027343,13507.41650390625,50940.5751953125,0.6413087455958322,0.6289339416378886,0.9268233917231306
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,48948.411162109376,44373.2607421875,77692.3857421875,0.7825272026929612,0.7757134788938794,0.8833705213436094
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,18047.538432617188,15263.47607421875,34192.7470703125,0.6242030348588854,0.6258858148549702,0.7889614735543687
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,16047.135112304688,14301.55029296875,50869.927734375,0.6707890280591104,0.6611586516925676,0.9228009404117746
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,50691.0499609375,46240.45849609375,79966.7021484375,0.807856984592173,0.8028209118077598,0.9001346561108663
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,19070.934765625,16266.61572265625,34967.8857421875,0.6571160972648714,0.6550400510872665,0.804430832670119
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,11263.69814453125,8888.904541015625,49705.5205078125,0.5801604767306355,0.5680785480803645,0.906933911644927
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,20773.065815429687,18613.8349609375,43087.44921875,0.4502373532647346,0.43051998042182626,1.1092034004891385
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,9280.922727050782,8163.010009765625,22541.00390625,0.6898017810021415,0.4876316868402004,2.488166838247695
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,10662.675466308594,8366.097900390625,50098.03955078125,0.5520332097984002,0.5378837962877538,0.9041104957046324
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,21848.312861328126,19342.7138671875,47815.16796875,0.49077864590551007,0.45000141139610433,0.7843306052408818
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,8964.846564941407,7881.9622802734375,21318.28515625,0.5932664711190505,0.4186421813255941,2.2175020115386777
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,10189.162971191407,8631.10693359375,47477.36083984375,0.5502291092815192,0.57087892120836,1.5810804752564491
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,28929.35703125,25778.9423828125,54592.35546875,0.6851160599111076,0.5330286734528185,5.653568184531932
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,13380.932036132812,11839.77392578125,24474.255859375,1.5548533469095318,1.3180761492296056,5.503543031116483
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,10533.799006347655,9061.187866210938,46190.287109375,0.559557212100341,0.5886125849624209,0.8447227941949672
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,train,max_rss,100,30018.08419921875,27052.876953125,56408.53515625,0.5278696427662662,0.5554652098702567,0.7195720503420889
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,val,max_rss,100,13328.452299804687,12626.51171875,23600.98046875,1.466990844262902,1.1850647163849688,5.083603148892512
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,test,max_rss,100,10521.796025390626,8418.55224609375,47190.76123046875,0.5403617764230847,0.5356807646948584,0.8630193528002186
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,train,max_rss,100,20280.676206054686,18504.072265625,43121.22265625,0.455291627145961,0.42609003818067015,1.1048898740886772
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,val,max_rss,100,9578.993442382813,8671.4169921875,19875.1015625,0.7428371627238747,0.48020969445260187,2.69383590763436
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,test,max_rss,100,10868.990078125,8904.933349609375,49459.3271484375,0.5526718595602564,0.5621224431643845,0.9021919551723862
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,train,max_rss,100,21823.51873046875,19216.2646484375,45569.25390625,0.4399370173358604,0.43423841715386646,0.8863990233805077
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,val,max_rss,100,9722.716896972655,8374.962890625,20250.76171875,0.7787567982976538,0.5030333245784376,2.8041029240218123
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,test,max_rss,100,9985.183481445312,8393.40234375,43562.2783203125,0.6774720973462443,0.5584097209419004,2.153721014561751
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,train,max_rss,100,29900.5177734375,27025.6005859375,58897.599609375,0.6770319176866114,0.5559021944563882,5.844356620155568
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,val,max_rss,100,14807.289853515626,12834.63671875,25810.666015625,1.612976990395066,1.2524533582961173,6.4630069571167885
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,test,max_rss,100,10024.069050292968,8507.2607421875,44438.251953125,0.6293280772805376,0.5670904854580745,1.9047412582123096
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,train,max_rss,100,29834.2810546875,26946.916015625,57883.66796875,0.6558750343033799,0.5598102698037681,5.597207948109989
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,val,max_rss,100,13893.907973632813,12472.6826171875,25785.724609375,1.3717779140415443,0.8125082795199908,6.037826186131387
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,test,max_rss,100,10770.693276367187,8852.7783203125,47076.3935546875,0.5833981807917997,0.5822088542556608,0.8503172180607752
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,train,max_rss,100,100649.43237304688,20125.57421875,7838952.5,129.43078654064456,0.46171276130499134,12893.013980263158
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,val,max_rss,100,10206.889575195313,9012.41943359375,25117.9609375,0.8065443555571773,0.5272337129580028,2.9362320279120757
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,test,max_rss,100,10658.190168457031,8677.200073242188,50503.29248046875,0.5944560526315338,0.5736166215593277,0.9192844956714856
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,124856.61529296875,22610.814453125,10018924.0,165.3573822815702,0.45831648451753904,16478.49342105263
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,10767.8849609375,9655.4814453125,20386.62109375,0.9708955949740407,0.6510698995559929,3.185503833342703
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,13546.810333251953,11595.1416015625,47845.8671875,0.9468322177133364,0.6152040037787312,8.704506911330608
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,41161.427529296874,36450.5185546875,68664.912109375,0.9463828786575442,0.6957901168270917,9.42387504875195
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,17169.581376953123,16652.2685546875,31260.7255859375,1.5987544515085252,1.9860297313073105,3.267254860454736
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,13746.6949798584,12125.21533203125,48847.201171875,0.7612642303673052,0.5286438029382075,2.6271596252493588
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,41959.36891113281,37114.27294921875,69055.22265625,0.9725122358465452,0.7024509389240896,10.61852574102964
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,16811.053134765625,16157.6162109375,31898.2041015625,1.4091993569577559,1.2849046836189046,3.0953823218599035
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,10296.935747070313,8286.916748046875,48708.798828125,0.5699210555172705,0.5421993482275123,0.8901038666310053
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,35263.64111328125,26716.81494140625,745094.0,12.728942249829704,0.49329418006863046,1225.483552631579
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,11473.051030273438,10134.04296875,20369.5078125,1.038808188905746,0.6503618984622732,4.098447689453565
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,10458.2873828125,8272.763427734375,49837.85400390625,0.5765412805776218,0.5389777933803241,0.9039603260701844
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,94770.25491699218,21844.7685546875,7074429.5,116.82646995310068,0.47191768819087376,11635.574835526317
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,10709.309731445312,8835.5751953125,23345.40234375,0.9204692331615975,0.4780811068493332,3.37392264096582
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,10925.058509521485,9656.871337890625,44208.8330078125,0.5659418244454614,0.5960986200068772,0.8447082758884804
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,41381.13349609375,30180.373046875,870946.6875,16.019372972595555,0.5579631978445007,1432.4781044407894
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,12939.691630859375,12739.94921875,23568.662109375,1.296206636706406,0.9211290337886766,5.027515916629188
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,10932.164725341798,9022.1982421875,47396.71875,0.5390755036509217,0.498005210873505,0.8913131780499454
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,25376.501850585937,24005.3115234375,53632.513671875,0.5863415396107132,0.4866241885386599,3.8981660125780033
2dsa,memory,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,9495.762802124023,7949.6728515625,24499.11328125,0.7152757972168122,0.5194735143221435,2.3987647044355747
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,18619.939926757812,16784.1953125,51496.58642578125,0.7763287086829377,0.7679384454958627,0.9275792494193597
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,56028.62859375,51595.689697265625,85559.24951171875,0.8915284164531342,0.8966163393724323,0.9404293201417744
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,23010.580610351564,21058.996337890625,39135.47607421875,0.7939208365636296,0.7968132508924051,0.8852177352232243
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,18627.173791503905,16776.61328125,51564.51806640625,0.7763306132057523,0.7666947355206621,0.92860855479537
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,56086.698037109374,51573.193359375,85703.65673828125,0.8924771618024291,0.8964434125031482,0.940761954537464
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,23032.660913085936,21049.16259765625,39087.60302734375,0.7945744875294852,0.7953000864225672,0.8841348796051516
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,18846.84865234375,16974.768310546875,51726.321533203125,0.7854689976284008,0.7766338747409778,0.9302714533355964
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,56441.74858642578,51743.01123046875,86330.9677734375,0.8980341195029444,0.8949675259273803,0.944680728627121
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,23267.082060546876,21278.4619140625,39217.59033203125,0.8025916734206233,0.8000392017131238,0.8870751036424169
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,16085.350380859374,14387.74365234375,50774.5205078125,0.6725210884036835,0.6622233992772747,0.9205198925072238
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,train,max_rss,100,51072.351591796876,46622.72705078125,80471.6376953125,0.8136597480947168,0.8097187683798754,0.9038764448980496
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,val,max_rss,100,19239.84111328125,16393.875,35057.349609375,0.6628118172153062,0.6587816577833049,0.8053061281328788
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,test,max_rss,100,9455.095876464844,7639.778076171875,49978.11474609375,0.6022824080852688,0.5381705384342687,1.5139317362380662
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,train,max_rss,100,31775.36384765625,28680.0546875,59251.595703125,0.642608495823985,0.5348636813064749,3.7096120563572543
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,val,max_rss,100,13246.78740234375,12692.6962890625,19716.576171875,1.5235571134149077,1.2372163827006002,4.433680272515179
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,test,max_rss,100,10379.07974609375,8600.691650390625,50618.06982421875,0.6189412548218324,0.5618247323455565,1.5232824856618694
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,train,max_rss,100,36156.681953125,32630.2822265625,65016.564453125,0.5973419746186336,0.6047565786629747,0.7441435310700919
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,val,max_rss,100,13400.321513671875,12767.962890625,24751.373046875,1.258732938316233,1.2196616466491146,3.872521151900157
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,test,max_rss,100,16952.85402832031,15294.064208984375,50808.41259765625,0.7066036694791914,0.6977669358998138,0.9178799715909092
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,train,max_rss,100,53158.886650390625,48602.627197265625,82930.80078125,0.8456159831874583,0.8404146894880731,0.9197299737792002
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,val,max_rss,100,20611.509443359377,17949.67138671875,36347.39501953125,0.708451317662906,0.6969119538599832,0.8221532463137582
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,test,max_rss,100,16655.539169921874,15020.886962890625,50820.7646484375,0.6949244122622836,0.6843593113913315,0.9192045665284788
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,train,max_rss,100,52483.52125,47958.264892578125,82109.9990234375,0.8354200151034296,0.8304108323102433,0.9139617879055264
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,val,max_rss,100,20185.242431640625,17404.88134765625,35946.7822265625,0.6939052968220364,0.6821893475388092,0.8156492929419579
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,test,max_rss,100,13387.173149414062,11686.354248046875,51534.578369140625,0.6063134546587544,0.5276918809879718,1.5952433697278428
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,train,max_rss,100,45765.0022265625,41121.31884765625,73531.419921875,0.7333853687393667,0.7379031115834433,0.8389069187050037
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,val,max_rss,100,16281.1083203125,13970.39794921875,33198.0771484375,0.7142466075856976,0.5801230504174187,2.5188223802563527
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,test,max_rss,100,10044.581643066405,8041.7783203125,52644.246826171875,0.5780869089082199,0.554049242457934,1.2709600438691508
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,35947.80165527344,33365.6689453125,62393.865234375,0.74680564603279,0.5975095105391381,5.694910296411856
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,12890.80634765625,12840.2900390625,22541.7734375,1.4615471652313454,1.2687003481812518,4.0088064109230945
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,16406.863486328126,14697.346923828125,50881.0615234375,0.6849771172525204,0.6763928619078289,0.920902080790174
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,51850.99474609375,47281.828125,81347.228515625,0.8259736979405224,0.820999117462141,0.9085379657491474
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,19731.842646484376,16790.78125,35517.38671875,0.6785316774006128,0.6704067404237587,0.8091708926925475
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,17113.733745117188,15435.42138671875,51068.02783203125,0.7135349915524681,0.705323094788501,0.9222746903631974
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,53331.44595703125,48760.68359375,83053.5009765625,0.8479905353154423,0.8434542633367386,0.9196244219603044
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,20797.142021484375,18230.99462890625,36534.62890625,0.7151074019886069,0.704085954107292,0.8263883489312372
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,17305.534770507813,15476.984130859375,51025.984375,0.7185095071143468,0.7069940001552075,0.9227534794135532
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,53865.54549316406,49496.362548828125,83020.869140625,0.8570871133485346,0.8632564119587591,0.9168678113081768
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,21384.781313476564,19240.93212890625,37571.22705078125,0.7357207390773841,0.7348168936707076,0.849835490856848
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,18398.16866455078,16555.78515625,51464.61474609375,0.766620483896836,0.757853614868693,0.9277359019672052
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,55636.06501464844,51255.79248046875,85130.7373046875,0.8851108762197764,0.8901130070945047,0.9353020448718692
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,22736.643740234376,20803.524658203125,38884.0361328125,0.7841218046948366,0.7861688652270722,0.8795303355080865
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,18012.861884765625,16269.25390625,51273.0390625,0.7492345283586566,0.7407812303331169,0.9236810003703296
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,55075.883994140626,50082.5498046875,84989.279296875,0.8757120324871285,0.8722953242778696,0.9318560206797736
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,22088.016005859376,19866.69921875,37957.37646484375,0.7601542587057972,0.7556850802333135,0.8585699268229756
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,18350.9566796875,16540.560302734375,51486.341796875,0.7635116885737879,0.7557877385464484,0.9269260735704586
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,55607.52279785156,50677.072509765625,85513.24951171875,0.8844108189831554,0.880172913728292,0.9348140518567843
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,22551.096572265626,20384.80517578125,38463.10400390625,0.7771115981522445,0.7732668074716338,0.8700091382923829
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,10841.414296875,8983.54345703125,48728.22900390625,0.5973150438843421,0.6023857970977218,0.8911363911396326
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,28099.073369140624,25867.4833984375,56162.203125,0.486552498906986,0.4987735443239367,0.6809348784638658
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,11895.749020996094,11392.541015625,22222.806640625,1.0673617513693767,0.7461675292912058,3.630854104592984
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,10959.542358398438,8851.962646484375,50863.687744140625,0.5884159503771399,0.5871052077193284,0.9301894212640702
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,27078.64314453125,24623.189453125,55810.466796875,0.47491086433360996,0.5017350071228599,0.6728273437320933
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,9117.471943359375,8123.090087890625,20798.580078125,0.5723480151773365,0.4906012989814338,1.9354662816927144
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,13257.576528320313,11010.1650390625,46001.0146484375,2.2298103057176943,0.6704722910567416,8.970680950556313
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,39717.099326171876,36160.29833984375,67987.8671875,0.8362612373357262,0.6845445317574079,6.1176689255070205
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,17442.101240234377,16717.8994140625,30661.80078125,1.693856174367603,2.100119477360388,3.352815765464188
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,13250.012163085938,11157.56884765625,46181.80078125,2.0908941304993642,0.6610893344037299,8.906830083446867
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,train,max_rss,100,40837.4431640625,36147.6630859375,69053.25,0.9751819772311231,0.6835007584029965,10.77273790951638
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,val,max_rss,100,17223.606240234374,16757.46875,30842.158203125,1.622319744088485,2.0132502478259178,3.2673344458884688
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,test,max_rss,100,10728.581962890625,8690.824951171875,49236.1142578125,0.5564396815349602,0.5633056949841917,0.9004245397452955
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,train,max_rss,100,21578.55583984375,19034.83203125,46566.97265625,0.45049641821062136,0.43667187748525427,0.9156074463816748
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,val,max_rss,100,9138.651552734374,8055.174072265625,18185.51953125,0.7076900350602148,0.4930310195400658,2.651250140544187
2dsa,memory,raw,temporal,2dsa_arch_64_32_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,test,max_rss,100,11548.756905517577,9370.946044921875,52448.528564453125,0.6486843423093953,0.6287839992070807,0.9528949860540568
